Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Women's Street Footwear,40.0,450.0,18000,6300,Online
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Women's Apparel,40.0,450.0,18000,4500,Online
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,55.0,450.0,24750,9900,Online
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Men's Apparel,65.0,450.0,29250,10238,Online
Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Women's Street Footwear,45.0,450.0,20250,7088,Online
Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Women's Apparel,60.0,450.0,27000,6750,Online
Amazon,1185732,2021-02-11,Midwest,Ohio,Columbus,Men's Apparel,45.0,450.0,20250,7088,Online
Amazon,1185732,2021-03-09,Midwest,Ohio,Columbus,Men's Athletic Footwear,30.0,450.0,13500,4725,Online
Amazon,1185732,2021-05-09,Midwest,Ohio,Columbus,Men's Apparel,50.0,450.0,22500,7875,Online
Amazon,1185732,2021-09-09,Midwest,Ohio,Columbus,Women's Athletic Footwear,25.0,450.0,11250,4500,Online
Amazon,1185732,2021-09-09,Midwest,Ohio,Columbus,Men's Apparel,35.0,450.0,15750,5513,Online
Amazon,1185732,2021-10-22,Southeast,Kentucky,Louisville,Men's Street Footwear,55.0,450.0,24750,9900,Online
Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Men's Athletic Footwear,40.0,450.0,18000,6300,Online
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Women's Athletic Footwear,45.0,450.0,20250,8100,Online
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Men's Apparel,60.0,450.0,27000,9450,Online
Walmart,1185732,2021-08-17,South,Mississippi,Jackson,Men's Apparel,50.0,450.0,22500,7875,Online
Sports Direct,1185732,2021-11-17,South,Mississippi,Jackson,Women's Athletic Footwear,60.0,450.0,27000,10800,Online
Sports Direct,1197831,2021-01-23,South,Mississippi,Jackson,Men's Athletic Footwear,25.0,450.0,11250,3938,Online
Sports Direct,1197831,2021-01-23,South,Mississippi,Jackson,Women's Apparel,25.0,450.0,11250,4500,Online
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Women's Street Footwear,45.0,450.0,20250,8100,Online
Walmart,1197831,2021-08-20,South,Arkansas,Little Rock,Women's Street Footwear,50.0,450.0,22500,9000,Online
Walmart,1197831,2021-09-19,South,Arkansas,Little Rock,Men's Athletic Footwear,40.0,450.0,18000,6300,Online
West Gear,1197831,2021-11-20,South,Arkansas,Little Rock,Women's Apparel,75.0,450.0,33750,13500,Online
West Gear,1197831,2021-12-19,South,Arkansas,Little Rock,Women's Street Footwear,60.0,450.0,27000,10800,Online
West Gear,1197831,2021-07-19,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,50.0,450.0,22500,7875,Online
West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,55.0,450.0,24750,8663,Online
Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Women's Apparel,60.0,450.0,27000,9450,Online
Kohl's,1197831,2021-08-13,Midwest,Kansas,Wichita,Women's Apparel,55.0,450.0,24750,8663,Online
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Men's Street Footwear,25.0,450.0,11250,3938,Online
Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,40.0,450.0,18000,6300,Online
Sports Direct,1185732,2021-04-09,Midwest,North Dakota,Fargo,Men's Street Footwear,30.0,450.0,13500,4725,Online
Foot Locker,1185732,2021-01-06,Midwest,North Dakota,Fargo,Men's Street Footwear,30.0,450.0,13500,4050,In-store
West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Men's Street Footwear,30.0,450.0,13500,4050,In-store
Foot Locker,1185732,2021-11-17,Northeast,West Virginia,Charleston,Men's Street Footwear,45.0,450.0,20250,8100,In-store
Foot Locker,1185732,2021-12-16,Northeast,West Virginia,Charleston,Men's Athletic Footwear,55.0,450.0,24750,9900,In-store
Foot Locker,1185732,2021-12-16,Northeast,West Virginia,Charleston,Women's Apparel,70.0,450.0,31500,12600,In-store
Foot Locker,1185732,2021-12-20,Northeast,Maryland,Baltimore,Men's Street Footwear,60.0,450.0,27000,10800,In-store
Foot Locker,1185732,2021-06-15,Northeast,Delaware,Wilmington,Women's Apparel,60.0,450.0,27000,10800,In-store
Kohl's,1185732,2021-11-14,Northeast,Delaware,Wilmington,Men's Street Footwear,65.0,450.0,29250,10238,In-store
Kohl's,1185732,2021-07-06,Northeast,New Jersey,Newark,Women's Apparel,55.0,450.0,24750,9900,In-store
Sports Direct,1185732,2021-10-05,Northeast,Connecticut,Hartford,Men's Street Footwear,60.0,450.0,27000,10800,In-store
Sports Direct,1185732,2021-01-17,Northeast,Rhode Island,Providence,Men's Street Footwear,40.0,450.0,18000,5400,In-store
Sports Direct,1185732,2021-04-14,Northeast,Massachusetts,Boston,Men's Street Footwear,40.0,450.0,18000,5400,In-store
Sports Direct,1185732,2021-09-13,Northeast,Massachusetts,Boston,Men's Street Footwear,55.0,450.0,24750,7425,In-store
Amazon,1185732,2021-06-12,Northeast,Vermont,Burlington,Women's Apparel,65.0,450.0,29250,11700,In-store
West Gear,1185732,2021-11-11,Northeast,Vermont,Burlington,Men's Street Footwear,70.0,450.0,31500,14175,In-store
Amazon,1185732,2021-07-17,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,60.0,450.0,27000,10800,Outlet
Amazon,1185732,2021-08-18,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,60.0,450.0,27000,10800,Outlet
Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Men's Street Footwear,75.0,450.0,33750,13500,Outlet
Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Women's Apparel,80.0,450.0,36000,12600,Outlet
Foot Locker,1185732,2021-11-03,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,50.0,445.0,22250,12238,Outlet
Foot Locker,1185732,2020-10-29,Midwest,Minnesota,Minneapolis,Men's Street Footwear,40.0,445.0,17800,6230,In-store
Foot Locker,1185732,2020-11-10,Midwest,Minnesota,Minneapolis,Men's Street Footwear,50.0,445.0,22250,7788,In-store
Sports Direct,1185732,2021-11-16,Midwest,Michigan,Detroit,Women's Street Footwear,45.0,445.0,20025,6008,In-store
Amazon,1185732,2021-11-10,Midwest,Ohio,Columbus,Women's Street Footwear,35.0,445.0,15575,6230,Online
West Gear,1185732,2021-03-20,Northeast,Maryland,Baltimore,Men's Street Footwear,35.0,445.0,15575,6230,In-store
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Men's Street Footwear,35.0,445.0,15575,5451,In-store
Kohl's,1189833,2021-03-23,West,California,Los Angeles,Men's Apparel,50.0,425.0,21250,11688,Outlet
Kohl's,1189833,2021-04-11,West,California,Los Angeles,Men's Apparel,50.0,425.0,21250,11688,Outlet
Foot Locker,1185732,2021-07-24,Midwest,Illinois,Chicago,Men's Street Footwear,60.0,425.0,25500,10200,Outlet
Sports Direct,1197831,2021-08-20,South,Texas,Dallas,Women's Athletic Footwear,35.0,425.0,14875,5950,Outlet
Sports Direct,1197831,2021-09-01,South,Texas,Dallas,Women's Athletic Footwear,30.0,425.0,12750,5738,Outlet
Sports Direct,1197831,2021-10-07,South,Texas,Dallas,Women's Athletic Footwear,45.0,425.0,19125,9563,Outlet
Foot Locker,1185732,2021-10-22,South,Texas,Dallas,Men's Street Footwear,45.0,425.0,19125,10519,Outlet
West Gear,1128299,2020-01-09,West,Nevada,Las Vegas,Men's Athletic Footwear,45.0,425.0,19125,4781,Outlet
West Gear,1128299,2020-01-10,West,Nevada,Las Vegas,Women's Street Footwear,45.0,425.0,19125,7650,Outlet
West Gear,1128299,2020-02-04,West,Nevada,Las Vegas,Women's Athletic Footwear,60.0,425.0,25500,10200,Outlet
West Gear,1128299,2020-03-05,West,Nevada,Las Vegas,Women's Street Footwear,60.0,425.0,25500,8925,In-store
West Gear,1128299,2020-03-15,West,Nevada,Las Vegas,Men's Street Footwear,30.0,425.0,12750,4463,In-store
West Gear,1128299,2020-03-16,West,Nevada,Las Vegas,Men's Athletic Footwear,40.0,425.0,17000,3400,In-store
West Gear,1128299,2020-03-17,West,Nevada,Las Vegas,Women's Street Footwear,40.0,425.0,17000,5950,In-store
West Gear,1128299,2020-03-22,West,Colorado,Denver,Men's Athletic Footwear,40.0,425.0,17000,3400,In-store
West Gear,1128299,2020-03-23,West,Colorado,Denver,Women's Street Footwear,40.0,425.0,17000,5950,In-store
West Gear,1128299,2020-05-07,West,Colorado,Denver,Women's Apparel,70.0,425.0,29750,5950,In-store
West Gear,1128299,2020-05-16,West,Colorado,Denver,Women's Street Footwear,55.0,425.0,23375,9350,In-store
West Gear,1128299,2020-05-24,West,Colorado,Denver,Men's Apparel,75.0,425.0,31875,17531,In-store
West Gear,1128299,2020-06-06,West,Washington,Seattle,Women's Apparel,50.0,425.0,21250,4250,In-store
West Gear,1128299,2020-06-08,West,Washington,Seattle,Men's Athletic Footwear,60.0,425.0,25500,6375,In-store
West Gear,1128299,2020-06-09,West,Washington,Seattle,Women's Street Footwear,65.0,425.0,27625,6906,In-store
West Gear,1128299,2020-07-17,West,Washington,Seattle,Men's Apparel,80.0,425.0,34000,8500,In-store
West Gear,1128299,2020-07-29,West,Washington,Seattle,Men's Apparel,90.0,425.0,38250,9563,In-store
Foot Locker,1185732,2020-11-16,Midwest,Minnesota,Minneapolis,Men's Street Footwear,45.0,425.0,19125,6694,Outlet
Kohl's,1189833,2021-01-04,Midwest,Montana,Billings,Men's Athletic Footwear,45.0,425.0,19125,5738,Outlet
Kohl's,1189833,2021-01-08,Midwest,Montana,Billings,Women's Apparel,45.0,425.0,19125,4781,Outlet
Kohl's,1189833,2021-01-10,Midwest,Montana,Billings,Men's Athletic Footwear,45.0,425.0,19125,5738,Outlet
Kohl's,1189833,2021-01-11,Midwest,Montana,Billings,Women's Street Footwear,45.0,425.0,19125,8606,Outlet
Kohl's,1189833,2021-01-22,Midwest,Montana,Billings,Men's Athletic Footwear,45.0,425.0,19125,5738,Outlet
Kohl's,1189833,2021-01-23,Midwest,Montana,Billings,Women's Street Footwear,45.0,425.0,19125,8606,Outlet
Kohl's,1189833,2021-01-30,Midwest,Montana,Billings,Women's Athletic Footwear,40.0,425.0,17000,6800,Outlet
Kohl's,1189833,2021-02-11,Midwest,Montana,Billings,Women's Athletic Footwear,45.0,425.0,19125,7650,Outlet
Kohl's,1189833,2021-02-12,Midwest,Montana,Billings,Men's Apparel,55.0,425.0,23375,14025,Outlet
Kohl's,1189833,2021-02-28,Midwest,Montana,Billings,Women's Street Footwear,40.0,425.0,17000,7650,Outlet
Kohl's,1189833,2021-03-01,Midwest,Montana,Billings,Women's Athletic Footwear,40.0,425.0,17000,6800,Outlet
Sports Direct,1197831,2021-03-27,South,Tennessee,Knoxville,Women's Apparel,35.0,425.0,14875,8181,Outlet
Sports Direct,1197831,2021-04-07,South,Tennessee,Knoxville,Men's Apparel,45.0,425.0,19125,6694,Outlet
Foot Locker,1185732,2021-05-21,South,Tennessee,Knoxville,Men's Street Footwear,35.0,425.0,14875,5950,Outlet
Sports Direct,1197831,2021-08-09,South,Alabama,Birmingham,Women's Street Footwear,35.0,425.0,14875,5950,Outlet
Sports Direct,1197831,2021-09-15,South,Alabama,Birmingham,Women's Athletic Footwear,50.0,425.0,21250,12750,Outlet
Sports Direct,1197831,2021-09-16,South,Alabama,Birmingham,Men's Apparel,55.0,425.0,23375,10519,Outlet
Sports Direct,1197831,2021-10-04,South,Alabama,Birmingham,Men's Apparel,50.0,425.0,21250,9563,Outlet
Amazon,1185732,2021-07-20,West,Alaska,Anchorage,Men's Athletic Footwear,60.0,425.0,25500,8925,Outlet
Amazon,1185732,2021-08-21,West,Alaska,Anchorage,Men's Athletic Footwear,60.0,425.0,25500,8925,Outlet
Amazon,1185732,2021-11-21,West,Alaska,Anchorage,Men's Street Footwear,75.0,425.0,31875,11156,Outlet
Foot Locker,1128299,2021-01-10,West,Alaska,Anchorage,Women's Apparel,45.0,425.0,19125,7650,Outlet
Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Women's Street Footwear,55.0,425.0,23375,5844,Outlet
Sports Direct,1128299,2021-12-09,West,Hawaii,Honolulu,Men's Apparel,90.0,425.0,38250,5738,Outlet
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Men's Street Footwear,40.0,425.0,17000,5100,Outlet
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Men's Athletic Footwear,50.0,425.0,21250,5313,Outlet
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Women's Street Footwear,50.0,425.0,21250,6375,Outlet
Sports Direct,1128299,2021-02-17,West,Hawaii,Honolulu,Men's Athletic Footwear,50.0,425.0,21250,5313,Outlet
Sports Direct,1128299,2021-02-17,West,Hawaii,Honolulu,Women's Street Footwear,50.0,425.0,21250,6375,Outlet
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Women's Street Footwear,65.0,425.0,27625,8288,Outlet
Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Men's Athletic Footwear,65.0,425.0,27625,6906,Outlet
Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Women's Street Footwear,65.0,425.0,27625,8288,Outlet
West Gear,1185732,2021-03-08,Northeast,New York,Albany,Women's Athletic Footwear,40.0,425.0,17000,5100,In-store
Kohl's,1185732,2021-02-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,35.0,425.0,14875,5206,In-store
Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Women's Athletic Footwear,35.0,425.0,14875,5206,In-store
Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Men's Apparel,50.0,425.0,21250,6375,In-store
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,70.0,425.0,29750,10413,In-store
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Apparel,70.0,425.0,29750,11900,In-store
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Men's Apparel,75.0,425.0,31875,12750,In-store
Sports Direct,1185732,2021-04-16,Midwest,Michigan,Detroit,Men's Athletic Footwear,40.0,425.0,17000,6800,In-store
Sports Direct,1185732,2021-10-17,Midwest,Michigan,Detroit,Women's Street Footwear,40.0,425.0,17000,5100,In-store
Foot Locker,1185732,2021-01-18,Midwest,Michigan,Detroit,Men's Athletic Footwear,30.0,425.0,12750,4463,In-store
Foot Locker,1185732,2021-01-18,Midwest,Michigan,Detroit,Women's Apparel,30.0,425.0,12750,6375,In-store
Foot Locker,1185732,2021-07-17,Midwest,Missouri,St. Louis,Women's Street Footwear,30.0,425.0,12750,4463,In-store
West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Women's Athletic Footwear,25.0,425.0,10625,4250,In-store
West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Men's Apparel,35.0,425.0,14875,5206,In-store
West Gear,1128299,2021-08-24,West,Oregon,Portland,Women's Athletic Footwear,70.0,425.0,29750,10413,In-store
West Gear,1128299,2021-08-24,West,Oregon,Portland,Men's Apparel,70.0,425.0,29750,11900,In-store
West Gear,1128299,2021-11-24,West,Oregon,Portland,Men's Apparel,75.0,425.0,31875,12750,In-store
Foot Locker,1197831,2021-02-04,South,Louisiana,New Orleans,Women's Street Footwear,35.0,425.0,14875,4463,Online
Sports Direct,1197831,2021-11-05,West,Idaho,Boise,Men's Apparel,55.0,425.0,23375,8181,Online
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Men's Street Footwear,30.0,425.0,12750,4463,Online
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Men's Athletic Footwear,40.0,425.0,17000,6800,Online
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Women's Street Footwear,40.0,425.0,17000,5950,Online
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Women's Apparel,40.0,425.0,17000,4250,Online
Foot Locker,1128299,2021-07-22,West,Arizona,Phoenix,Men's Apparel,55.0,425.0,23375,7013,Online
Foot Locker,1128299,2021-07-22,West,Arizona,Phoenix,Women's Apparel,70.0,425.0,29750,7438,Online
Foot Locker,1128299,2021-09-24,West,Arizona,Phoenix,Women's Street Footwear,45.0,425.0,19125,6694,Online
Foot Locker,1128299,2021-09-24,West,Arizona,Phoenix,Women's Apparel,60.0,425.0,25500,6375,Online
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Women's Apparel,60.0,425.0,25500,6375,Online
Kohl's,1128299,2021-12-22,West,Arizona,Phoenix,Women's Street Footwear,45.0,425.0,19125,6694,Online
Kohl's,1128299,2021-12-22,West,Arizona,Phoenix,Women's Athletic Footwear,45.0,425.0,19125,6694,Online
Kohl's,1128299,2021-02-26,West,Arizona,Phoenix,Men's Athletic Footwear,45.0,425.0,19125,7650,Online
Kohl's,1128299,2021-02-26,West,Arizona,Phoenix,Women's Street Footwear,45.0,425.0,19125,6694,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Athletic Footwear,60.0,425.0,25500,10200,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Apparel,75.0,425.0,31875,7969,Online
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.0,425.0,23375,8181,Online
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Women's Athletic Footwear,50.0,425.0,21250,7438,Online
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Men's Apparel,60.0,425.0,25500,7650,Online
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,60.0,425.0,25500,8925,Online
Sports Direct,1128299,2021-12-25,West,New Mexico,Albuquerque,Men's Apparel,70.0,425.0,29750,8925,Online
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Women's Street Footwear,55.0,425.0,23375,8181,Online
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50.0,425.0,21250,8500,Online
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Women's Apparel,70.0,425.0,29750,7438,Online
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Women's Street Footwear,55.0,425.0,23375,8181,Online
Amazon,1185732,2021-01-13,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,30.0,425.0,12750,5100,Online
Amazon,1185732,2021-04-10,Midwest,Ohio,Columbus,Men's Athletic Footwear,30.0,425.0,12750,4463,Online
Amazon,1185732,2021-05-09,Midwest,Ohio,Columbus,Women's Athletic Footwear,40.0,425.0,17000,6800,Online
Amazon,1185732,2021-10-11,Midwest,Ohio,Columbus,Women's Street Footwear,30.0,425.0,12750,5100,Online
Amazon,1185732,2021-07-21,Southeast,Kentucky,Louisville,Women's Apparel,55.0,425.0,23375,9350,Online
Amazon,1185732,2021-11-22,Southeast,Kentucky,Louisville,Men's Street Footwear,50.0,425.0,21250,8500,Online
Foot Locker,1185732,2021-01-20,Southeast,Kentucky,Louisville,Men's Apparel,40.0,425.0,17000,5950,Online
Foot Locker,1185732,2021-02-18,Southeast,Kentucky,Louisville,Men's Athletic Footwear,30.0,425.0,12750,4463,Online
Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Women's Apparel,25.0,425.0,10625,5313,Online
Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Women's Street Footwear,35.0,425.0,14875,5950,Online
Sports Direct,1185732,2021-11-17,South,Mississippi,Jackson,Men's Apparel,75.0,425.0,31875,11156,Online
Walmart,1197831,2021-05-19,South,Arkansas,Little Rock,Women's Apparel,45.0,425.0,19125,7650,Online
Walmart,1197831,2021-06-21,South,Arkansas,Little Rock,Men's Athletic Footwear,35.0,425.0,14875,5206,Online
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Men's Apparel,60.0,425.0,25500,8925,Online
Walmart,1197831,2021-09-19,South,Arkansas,Little Rock,Women's Apparel,30.0,425.0,12750,5100,Online
Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,60.0,425.0,25500,8925,Online
Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Women's Apparel,75.0,425.0,31875,12750,Online
Kohl's,1197831,2021-07-12,Midwest,Kansas,Wichita,Men's Athletic Footwear,50.0,425.0,21250,7438,Online
Kohl's,1197831,2021-08-13,Midwest,Kansas,Wichita,Men's Athletic Footwear,55.0,425.0,23375,8181,Online
West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Men's Street Footwear,45.0,425.0,19125,7650,In-store
West Gear,1185732,2021-06-17,Northeast,West Virginia,Charleston,Men's Athletic Footwear,40.0,425.0,17000,6800,In-store
West Gear,1185732,2021-06-17,Northeast,West Virginia,Charleston,Women's Apparel,65.0,425.0,27625,11050,In-store
West Gear,1185732,2021-08-17,Northeast,West Virginia,Charleston,Women's Apparel,55.0,425.0,23375,9350,In-store
West Gear,1185732,2021-10-17,Northeast,West Virginia,Charleston,Men's Street Footwear,45.0,425.0,19125,7650,In-store
Foot Locker,1185732,2021-01-24,Northeast,West Virginia,Charleston,Men's Street Footwear,35.0,425.0,14875,5950,In-store
West Gear,1185732,2021-04-21,Northeast,Maryland,Baltimore,Men's Street Footwear,35.0,425.0,14875,5950,In-store
Sports Direct,1185732,2021-09-20,Northeast,Maryland,Baltimore,Men's Street Footwear,50.0,425.0,21250,8500,In-store
Foot Locker,1185732,2021-07-13,Northeast,Delaware,Wilmington,Men's Athletic Footwear,50.0,425.0,21250,7438,In-store
Foot Locker,1185732,2021-08-14,Northeast,Delaware,Wilmington,Men's Athletic Footwear,50.0,425.0,21250,7438,In-store
